map2.txt
1.71,0.76,1.56,2.61,0.33,
1.63917,0.9225,1.46,2.785,0.465,
1.56833,1.085,1.36,2.96,0.6,
1.4975,1.2475,1.26,3.135,0.735,
1.42667,1.41,1.16,3.31,0.87,
1.35583,1.5725,1.06,3.485,1.005,
1.285,1.735,0.96,3.66,1.14,
1.21417,1.8975,0.86,3.835,1.275,
1.14333,2.06,0.76,4.01,1.41,
1.0725,2.2225,0.66,4.185,1.545,
1.00167,2.385,0.56,4.36,1.68,
0.930833,2.5475,0.46,4.535,1.815,
0.86,2.71,0.36,4.71,1.95,
